gender,educational_attainment,occupation,industry,race,employment_status,state,age,annual_income_usd,weekly_work_hours
Female,9,"ENG-Architects, Except Landscape And Naval","ENT-Other Amusement, Gambling, And Recreation Industries",Black or African American alone,Not in Labor Force,South Carolina/SC,19,5000,7
Female,Bachelor's degree,OFF-Receptionists And Information Clerks,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Alabama/AL,18,0,0
Female,"1 or more years of college credit, no degree",MGR-Other Managers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White; Vietnamese,Not in Labor Force,South Carolina/SC,19,0,0
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",Filipino alone,Unemployed,Tennessee/TN,18,0,0
Female,Grade 8,"OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive","ENT-Food Services And Drinking Places, except Alcoholic Beverages",Black or African American; American Indian and Alaska Native,"Civilian employed, at work",Colorado/CO,20,22000,40
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,District of Columbia/DC,20,4000,20
Female,12th grade - no diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MFG-Retail Bakeries,White alone,"Civilian employed, with a job but not at work",New York/NY,23,20800,23
Female,12th grade - no diploma,"SCI-Other Life, Physical, And Social Science Technicians",RET-Specialty Food Retailers,White alone,Not in Labor Force,Missouri/MO,24,5400,30
Female,GED or alternative credential,CMS-Social And Human Service Assistants,MED-Nursing Care Facilities (Skilled Nursing Facilities),White; Some Other Race,"Civilian employed, with a job but not at work",Nevada/NV,20,8000,30
Female,Bachelor's degree,EAT-Cooks,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Some Other Race alone,Not in Labor Force,Pennsylvania/PA,18,0,0
Female,"Some college, but less than 1 year",MGR-Administrative Services Managers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,New York/NY,19,0,0
Female,Bachelor's degree,EAT-Cooks,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White; Some Other Race,Not in Labor Force,Louisiana/LA,18,900,12
Female,Grade 10,CMM-Computer Programmers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Florida/FL,19,4500,24
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",Black or African American; Some Other Race,Unemployed,Pennsylvania/PA,20,0,0
Female,Master's degree,"LGL-Lawyers, And Judges, Magistrates, And Other Judicial Workers",MIL-U.S. Air Force,White alone,"Armed Forces, At Work",Ohio/OH,22,31600,40
Female,6,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Black or African American alone,Not in Labor Force,Colorado/CO,23,0,0
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MFG-Pharmaceutical And Medicine,White; Some Other Race,"Civilian employed, at work",California/CA,19,13600,40
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),TRN-Couriers And Messengers,Black or African American alone,"Civilian employed, at work",Texas/TX,24,4000,10
Female,9,EAT-Fast Food And Counter Workers,"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,"Civilian employed, at work",Arkansas/AR,18,2700,11
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SCA-Child Care Services,Some Other Race alone,Not in Labor Force,Tennessee/TN,23,15000,40
Female,"1 or more years of college credit, no degree",MGR-Financial Managers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Black or African American alone,Not in Labor Force,Ohio/OH,18,0,0
Female,9,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",White; Some Other Race,Unemployed,Missouri/MO,19,0,0
Female,1,CMM-Software Developers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Texas/TX,24,0,0
Female,N/A (less than 3 years old),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Pennsylvania/PA,18,0,0
Female,Professional degree beyond a bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MED-Nursing Care Facilities (Skilled Nursing Facilities),White alone,"Civilian employed, with a job but not at work",California/CA,20,3000,20
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Oklahoma/OK,19,0,0
Female,Regular high school diploma,PRD-First-Line Supervisors Of Production And Operating Workers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Black or African American; Asian Indian,Not in Labor Force,Alaska/AK,18,0,0
Female,Doctorate degree,SCI-Chemical Technicians,WHL-Grocery And Related Product Merchant Wholesalers,White alone,"Civilian employed, at work",Missouri/MO,23,56000,40
Female,GED or alternative credential,EDU-Teaching Assistants,SCA-Vocational Rehabilitation Services,White; Black or African American,Not in Labor Force,North Carolina/NC,19,5200,36
Female,Grade 11,SAL-First-Line Supervisors Of Retail Sales Workers,INF-Libraries And Archives,American Indian and Alaska Native alone,Not in Labor Force,North Carolina/NC,21,720,5
Female,Bachelor's degree,"TRN-Laborers And Freight, Stock, And Material Movers, Hand",RET-Convenience Retailers And Vending Machine Operators,White alone,Unemployed,Massachusetts/MA,18,0,0
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",Black or African American alone,Not in Labor Force,South Carolina/SC,22,0,0
Female,Associate's degree,BUS-Logisticians,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Virginia/VA,23,0,0
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Tennessee/TN,23,0,0
Female,Professional degree beyond a bachelor's degree,MGR-Other Managers,"FIN-Monetary Authorities-Central Bank, And Commerical Banking",White alone,Not in Labor Force,New York/NY,24,0,0
Female,8,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"RET-Automotive Parts, Accessories, And Tire Retailers",White alone,"Civilian employed, with a job but not at work",New York/NY,20,18000,32
Female,Master's degree,FIN-Accountants And Auditors,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Kentucky/KY,18,0,0
Female,"1 or more years of college credit, no degree",HLS-Nursing Assistants,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White; Some Other Race,Not in Labor Force,Pennsylvania/PA,18,0,0
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MED-Offices Of Physicians,White alone,"Civilian employed, at work",Washington/WA,24,84000,45
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Nevada/NV,23,0,0
Female,Master's degree,"PRD-Miscellaneous Production Workers, Including Equipment Operators And Tenders",FIN-Insurance Carriers,White alone,"Civilian employed, at work",California/CA,24,70000,40
Female,Regular high school diploma,"LGL-Lawyers, And Judges, Magistrates, And Other Judicial Workers","MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",California/CA,23,62000,60
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SCA-Child Care Services,White alone,"Civilian employed, at work",Missouri/MO,20,4000,16
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MFG-Retail Bakeries,Black or African American alone,Not in Labor Force,Florida/FL,20,4000,10
Female,Bachelor's degree,MED-Pharmacy Technicians,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Virginia/VA,18,1200,10
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),CON-Construction (The Cleaning Of Buildings And Dwellings Is Incidental During Construction And Immediately After Construction),White alone,"Civilian employed, at work",Alabama/AL,23,52700,40
Female,N/A (less than 3 years old),SAL-Insurance Sales Agents,PRF-Waste Management And Remediation Services,White alone,"Civilian employed, at work",Maryland/MD,23,60000,47
Female,3,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Indiana/IN,22,22000,28
Female,"1 or more years of college credit, no degree","SAL-Sales Representatives, Wholesale And Manufacturing","EDU-Business, Trade And Technical Schools, And Computer And Management Training",White alone,"Civilian employed, at work",Texas/TX,24,41000,40
Female,Associate's degree,SAL-First-Line Supervisors Of Non-Retail Sales Workers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Mississippi/MS,18,0,0
Female,Grade 9,TRN-Passenger Attendants,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Missouri/MO,21,26100,30
Female,"1 or more years of college credit, no degree",PRS-Childcare Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White; Some Other Race,"Civilian employed, at work",Florida/FL,20,5600,26
Female,Professional degree beyond a bachelor's degree,SAL-First-Line Supervisors Of Retail Sales Workers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Black or African American alone,Not in Labor Force,North Carolina/NC,18,0,0
Female,Regular high school diploma,MGR-Food Service Managers,PRF-Employment Services,White alone,"Civilian employed, at work",Nevada/NV,24,225000,36
Female,2,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Texas/TX,20,10000,20
Female,Master's degree,CLN-Janitors And Building Cleaners,AGR-Crop Production,White alone,"Civilian employed, at work",Texas/TX,22,36000,60
Female,"1 or more years of college credit, no degree",OFF-Customer Service Representatives,"SRV-Civic, Social, Advocacy Organizations, And Grantmaking And Giving Services",White; American Indian and Alaska Native,"Civilian employed, at work",Texas/TX,21,22500,30
Female,Master's degree,CLN-Maids And Housekeeping Cleaners,"EDU-Other Schools And Instruction, And Educational Support Services",White alone,"Civilian employed, at work",Massachusetts/MA,20,1400,12
Female,1,MED-Physical Therapists,EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",Texas/TX,21,35000,40
Female,Associate's degree,SAL-First-Line Supervisors Of Retail Sales Workers,TRN-Air Transportation,White alone,"Civilian employed, at work",Illinois/IL,23,61000,50
Female,Bachelor's degree,SCI-Other Psychologists,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Wisconsin/WI,18,0,0
Female,Regular high school diploma,OFF-Tellers,RET-Electronics And Appliance Retailers,White alone,"Civilian employed, at work",California/CA,19,7200,30
Female,Grade 7,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SCA-Child Care Services,White alone,"Civilian employed, at work",North Carolina/NC,19,1300,17
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Museums, Historical Sites, And Similar Institutions",Black or African American alone,Not in Labor Force,Washington/WA,20,290,0
Female,Bachelor's degree,"MGR-Farmers, Ranchers, And Other Agricultural Managers","MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",Black or African American alone,"Civilian employed, at work",Tennessee/TN,24,52000,40
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Some Other Race alone,Not in Labor Force,Florida/FL,18,0,0
Female,Regular high school diploma,SAL-First-Line Supervisors Of Non-Retail Sales Workers,RET-Other Miscellaneous Retailers,Other Asian alone,"Civilian employed, at work",Ohio/OH,21,22000,40
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-Residential Care Facilities, Except Skilled Nursing Facilities",White; American Indian and Alaska Native; Some Other Race,"Civilian employed, at work",Florida/FL,19,20000,60
Female,3,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Shoe Retailers,White; Some Other Race,Not in Labor Force,New York/NY,18,0,0
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,"Civilian employed, at work",Mississippi/MS,23,60000,40
Female,Associate's degree,HLS-Nursing Assistants,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Asian Indian alone,Not in Labor Force,Alabama/AL,18,0,0
Female,Bachelor's degree,FIN-Accountants And Auditors,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White; Asian groups; and/or Native Hawaiian and Other Pacific Islander groups; and/or Some Other Race,"Civilian employed, at work",Illinois/IL,21,49000,36
Female,Bachelor's degree,"MGR-Farmers, Ranchers, And Other Agricultural Managers",RET-Gasoline Stations,White alone,"Civilian employed, at work",Washington/WA,18,2000,24
Female,Bachelor's degree,MGR-Food Service Managers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Minnesota/MN,22,0,0
Female,6,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Pharmacies And Drug Retailers,White alone,Not in Labor Force,California/CA,19,800,0
Female,"1 or more years of college credit, no degree",ENT-Artists And Related Workers,MIL-U.S. Air Force,White; Some Other Race,"Armed Forces, At Work",Colorado/CO,21,51800,45
Female,GED or alternative credential,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",Some Other Race alone,Unemployed,Illinois/IL,23,8000,0
Female,2,"SAL-Sales Representatives Of Services, Except Advertising, Insurance, Financial Services, And Travel","UTL-Electric Power Generation, Transmission And Distribution",Black or African American alone,"Civilian employed, at work",Texas/TX,23,62000,40
Female,12th grade - no diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Georgia/GA,18,0,0
Female,Associate's degree,"OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive",RET-Clothing And Clothing Accessories Retailers,Black or African American alone,Not in Labor Force,Utah/UT,23,400,15
Female,6,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,"Civilian employed, at work",Texas/TX,24,17100,35
Female,"1 or more years of college credit, no degree",BUS-Human Resources Workers,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,Not in Labor Force,Virginia/VA,18,6000,16
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MFG-Medical Equipment And Supplies,White alone,"Civilian employed, at work",New York/NY,20,21000,40
Female,"1 or more years of college credit, no degree","SAL-Sales And Related Workers, All Other",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Washington/WA,22,0,0
Female,8,ENG-Electrical And Electronics Engineers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Black or African American alone,"Civilian employed, at work",Iowa/IA,18,6400,20
Female,Bachelor's degree,FIN-Accountants And Auditors,"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",White alone,Unemployed,Indiana/IN,20,0,0
Female,"Some college, but less than 1 year",BUS-Project Management Specialists,MED-Outpatient Care Centers,White alone,"Civilian employed, at work",California/CA,20,36000,40
Female,"1 or more years of college credit, no degree",MGR-Other Managers,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Tennessee/TN,24,8000,40
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Utah/UT,21,25000,18
Female,1,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Florida/FL,19,400,20
Female,Professional degree beyond a bachelor's degree,TRN-Aircraft Pilots And Flight Engineers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",California/CA,20,18000,35
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Electronics And Appliance Retailers,White; Filipino,"Civilian employed, at work",California/CA,20,5000,13
Female,Regular high school diploma,TRN-Driver/Sales Workers And Truck Drivers,MFG-Not Specified Manufacturing Industries,White alone,"Civilian employed, at work",Wisconsin/WI,24,54000,12
Female,Bachelor's degree,TRN-Driver/Sales Workers And Truck Drivers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,California/CA,21,1700,5
Female,4,CMM-Computer Support Specialists,MFG-Pharmaceutical And Medicine,White alone,Not in Labor Force,Illinois/IL,24,0,0
Female,1,EDU-Secondary School Teachers,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",Black or African American alone,"Civilian employed, at work",Washington/WA,18,9200,35
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),FIN-Insurance Carriers,White alone,Not in Labor Force,Florida/FL,22,12000,25
Female,"1 or more years of college credit, no degree","Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),American Indian and Alaska Native alone,Not in Labor Force,New Jersey/NJ,18,0,0
Female,GED or alternative credential,CLN-Landscaping And Groundskeeping Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, at work",Missouri/MO,19,120,4
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",North Carolina/NC,22,25000,40
Female,Grade 7,MED-Paramedics,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White; Some Other Race,"Civilian employed, at work",Georgia/GA,24,35000,40
Female,Associate's degree,SAL-Cashiers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Texas/TX,20,8900,25
Female,"1 or more years of college credit, no degree",CON-First-Line Supervisors Of Construction Trades And Extraction Workers,ENT-Traveler Accommodation,White alone,"Civilian employed, at work",Pennsylvania/PA,22,9000,40
Female,"1 or more years of college credit, no degree",EAT-Cooks,RET-Supermarkets And Other Grocery (Except Convenience) Retailers,White alone,"Civilian employed, at work",Virginia/VA,21,5200,15
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,Not in Labor Force,Colorado/CO,21,5000,40
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Massachusetts/MA,18,0,0
Female,Regular high school diploma,CON-Carpenters,MED-Nursing Care Facilities (Skilled Nursing Facilities),White alone,"Civilian employed, at work",Colorado/CO,20,12000,24
Female,1,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MFG-Semiconductor, Magnetic And Optical Media, And Other Electronic Component",American Indian and Alaska Native alone,"Civilian employed, at work",Virginia/VA,24,50000,40
Female,GED or alternative credential,RPR-Automotive Service Technicians And Mechanics,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Alabama/AL,19,0,0
Female,Regular high school diploma,CON-Carpenters,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Some Other Race alone,Not in Labor Force,Massachusetts/MA,19,0,0
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Other Miscellaneous Retailers,White alone,"Civilian employed, at work",California/CA,22,20000,30
Female,Bachelor's degree,"MED-Nurse Practitioners, And Nurse Midwives",MED-Offices Of Dentists,White; Some Other Race,"Civilian employed, at work",Washington/WA,24,102500,30
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MED-Outpatient Care Centers,White alone,"Civilian employed, at work",South Carolina/SC,23,35000,30
Female,6,OFF-Customer Service Representatives,RET-Pharmacies And Drug Retailers,White alone,Not in Labor Force,Georgia/GA,19,22000,0
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Accounting, Tax Preparation, Bookkeeping, And Payroll Services",White alone,"Civilian employed, at work",Florida/FL,22,40000,40
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White; Black or African American,"Civilian employed, at work",Rhode Island/RI,18,800,8
Female,5,TRN-Driver/Sales Workers And Truck Drivers,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,"Civilian employed, with a job but not at work",California/CA,23,5100,22
Female,Associate's degree,SAL-First-Line Supervisors Of Retail Sales Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",California/CA,18,18000,30
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Accounting, Tax Preparation, Bookkeeping, And Payroll Services",White alone,"Civilian employed, at work",Louisiana/LA,22,27400,40
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,California/CA,18,0,0
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SRV-Beauty Salons,White alone,"Civilian employed, at work",Illinois/IL,20,31200,40
Female,Grade 10,MGR-Other Managers,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Michigan/MI,20,10400,40
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Washington/WA,21,0,0
Female,Grade 10,"SAL-Sales Representatives Of Services, Except Advertising, Insurance, Financial Services, And Travel",SCA-Individual And Family Services,White alone,"Civilian employed, at work",Illinois/IL,21,9600,8
Female,Associate's degree,"MGR-Property, Real Estate, And Community Association Managers","EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Texas/TX,20,7000,20
Female,Regular high school diploma,MGR-Other Managers,RET-Electronics And Appliance Retailers,White alone,"Civilian employed, at work",Louisiana/LA,24,80600,40
Female,9,OFF-Data Entry Keyers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Pennsylvania/PA,19,0,0
Female,Associate's degree,CON-First-Line Supervisors Of Construction Trades And Extraction Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",California/CA,20,50000,45
Female,GED or alternative credential,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Management, Scientific, And Technical Consulting Services",Vietnamese alone,"Civilian employed, with a job but not at work",California/CA,21,2500,8
Female,3,EAT-Food Preparation Workers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Arizona/AZ,21,0,0
Female,N/A (less than 3 years old),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Colorado/CO,18,22000,15
Female,Regular high school diploma,PRD-Other Assemblers And Fabricators,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,Not in Labor Force,Missouri/MO,22,16300,14
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",Maryland/MD,24,28000,40
Female,6,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,"Civilian employed, with a job but not at work",Ohio/OH,19,2000,8
Female,Bachelor's degree,SAL-First-Line Supervisors Of Retail Sales Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Chinese alone,"Civilian employed, at work",Minnesota/MN,21,50000,40
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Georgia/GA,22,0,0
Female,Regular high school diploma,TRN-Stockers And Order Fillers,"RET-Building Material And Supplies Dealers, Except Hardware Retailers",White; American Indian and Alaska Native,Unemployed,Florida/FL,19,0,0
Female,Regular high school diploma,"TRN-Laborers And Freight, Stock, And Material Movers, Hand","ENT-Other Amusement, Gambling, And Recreation Industries",White; Black or African American,Not in Labor Force,New Hampshire/NH,21,39000,5
Female,12th grade - no diploma,"SCI-Physical Scientists, All Other",INF-Motion Pictures And Video Industries,White alone,"Civilian employed, at work",Minnesota/MN,20,19200,24
Female,Regular high school diploma,CLN-Maids And Housekeeping Cleaners,MED-Other Health Care Services,White; Black or African American,"Civilian employed, at work",North Dakota/ND,24,15000,24
Female,Regular high school diploma,SAL-First-Line Supervisors Of Non-Retail Sales Workers,"FIN-Securities, Commodities, Funds, Trusts, And Other Financial Investments",Black or African American alone,"Civilian employed, at work",Florida/FL,22,70000,50
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Management, Scientific, And Technical Consulting Services",White alone,Not in Labor Force,Ohio/OH,21,12000,40
Female,N/A (less than 3 years old),"RPR-Maintenance And Repair Workers, General","MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",Some Other Race alone,"Civilian employed, at work",California/CA,23,30000,40
Female,Grade 11,"MGR-Farmers, Ranchers, And Other Agricultural Managers","MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White; Some Other Race,"Civilian employed, at work",New Mexico/NM,23,26000,36
Female,1,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SCA-Child Care Services,White alone,"Civilian employed, at work",California/CA,22,38000,40
Female,Regular high school diploma,MGR-Food Service Managers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Florida/FL,22,29100,25
Female,"1 or more years of college credit, no degree",FIN-Financial And Investment Analysts,"PRF-Advertising, Public Relations, And Related Services",White alone,"Civilian employed, at work",New Jersey/NJ,23,40000,40
Female,Master's degree,OFF-First-Line Supervisors Of Office And Administrative Support Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",New Jersey/NJ,20,4000,20
Female,"Some college, but less than 1 year","PRD-Miscellaneous Production Workers, Including Equipment Operators And Tenders",INF-Motion Pictures And Video Industries,White alone,"Civilian employed, at work",Tennessee/TN,20,11800,30
