gender,educational_attainment,occupation,industry,race,employment_status,state,age,annual_income_usd,weekly_work_hours,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",Filipino alone,Unemployed,Tennessee/TN,18,0,0,5.43,6.25,8.59,8.16,1.42
Female,Grade 8,"OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive","ENT-Food Services And Drinking Places, except Alcoholic Beverages",Black or African American; American Indian and Alaska Native,"Civilian employed, at work",Colorado/CO,20,22000,40,2.52,5.22,8.39,9.58,5.73
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,District of Columbia/DC,20,4000,20,3.46,10.0,3.66,7.01,2.84
Female,12th grade - no diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MFG-Retail Bakeries,White alone,"Civilian employed, with a job but not at work",New York/NY,23,20800,23,1.82,6.65,2.03,3.46,1.73
Female,12th grade - no diploma,"SCI-Other Life, Physical, And Social Science Technicians",RET-Specialty Food Retailers,White alone,Not in Labor Force,Missouri/MO,24,5400,30,9.08,3.15,6.32,2.54,7.18
Female,GED or alternative credential,CMS-Social And Human Service Assistants,MED-Nursing Care Facilities (Skilled Nursing Facilities),White; Some Other Race,"Civilian employed, with a job but not at work",Nevada/NV,20,8000,30,5.83,2.37,6.95,6.57,4.14
Female,Bachelor's degree,EAT-Cooks,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Some Other Race alone,Not in Labor Force,Pennsylvania/PA,18,0,0,4.01,7.47,1.83,9.26,7.59
Female,"Some college, but less than 1 year",MGR-Administrative Services Managers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,New York/NY,19,0,0,4.62,5.16,3.6,1.8,5.84
Female,Bachelor's degree,EAT-Cooks,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White; Some Other Race,Not in Labor Force,Louisiana/LA,18,900,12,9.47,4.98,7.67,7.99,6.14
Female,Grade 10,CMM-Computer Programmers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Florida/FL,19,4500,24,1.53,2.9,3.43,8.51,1.18
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",Black or African American; Some Other Race,Unemployed,Pennsylvania/PA,20,0,0,5.86,8.66,3.9,4.65,1.44
Female,Master's degree,"LGL-Lawyers, And Judges, Magistrates, And Other Judicial Workers",MIL-U.S. Air Force,White alone,"Armed Forces, At Work",Ohio/OH,22,31600,40,5.06,0.69,7.08,5.71,0.32
Female,6,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Black or African American alone,Not in Labor Force,Colorado/CO,23,0,0,6.11,1.64,9.34,4.98,4.43
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MFG-Pharmaceutical And Medicine,White; Some Other Race,"Civilian employed, at work",California/CA,19,13600,40,0.18,2.64,1.59,9.19,7.5
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),TRN-Couriers And Messengers,Black or African American alone,"Civilian employed, at work",Texas/TX,24,4000,10,8.72,9.04,4.12,5.37,5.57
Female,9,EAT-Fast Food And Counter Workers,"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,"Civilian employed, at work",Arkansas/AR,18,2700,11,9.32,4.08,9.1,5.05,2.27
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SCA-Child Care Services,Some Other Race alone,Not in Labor Force,Tennessee/TN,23,15000,40,5.65,3.5,1.35,7.34,7.76
Female,"1 or more years of college credit, no degree",MGR-Financial Managers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Black or African American alone,Not in Labor Force,Ohio/OH,18,0,0,6.97,0.26,7.06,2.57,1.4
Female,9,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",White; Some Other Race,Unemployed,Missouri/MO,19,0,0,9.22,0.12,0.6,2.85,5.64
Female,1,CMM-Software Developers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Texas/TX,24,0,0,7.07,3.59,2.9,1.04,6.9
Female,N/A (less than 3 years old),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Pennsylvania/PA,18,0,0,1.53,3.36,7.47,7.82,5.67
Female,Professional degree beyond a bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MED-Nursing Care Facilities (Skilled Nursing Facilities),White alone,"Civilian employed, with a job but not at work",California/CA,20,3000,20,5.76,9.53,6.4,5.49,5.41
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Oklahoma/OK,19,0,0,6.07,4.53,6.43,5.98,7.46
Female,Regular high school diploma,PRD-First-Line Supervisors Of Production And Operating Workers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Black or African American; Asian Indian,Not in Labor Force,Alaska/AK,18,0,0,4.24,7.19,6.03,7.3,5.9
Female,Doctorate degree,SCI-Chemical Technicians,WHL-Grocery And Related Product Merchant Wholesalers,White alone,"Civilian employed, at work",Missouri/MO,23,56000,40,7.36,8.73,5.22,3.13,0.84
Female,GED or alternative credential,EDU-Teaching Assistants,SCA-Vocational Rehabilitation Services,White; Black or African American,Not in Labor Force,North Carolina/NC,19,5200,36,9.34,7.72,1.18,6.59,7.64
Female,Grade 11,SAL-First-Line Supervisors Of Retail Sales Workers,INF-Libraries And Archives,American Indian and Alaska Native alone,Not in Labor Force,North Carolina/NC,21,720,5,9.26,9.16,7.85,5.3,0.03
Female,Bachelor's degree,"TRN-Laborers And Freight, Stock, And Material Movers, Hand",RET-Convenience Retailers And Vending Machine Operators,White alone,Unemployed,Massachusetts/MA,18,0,0,4.51,9.09,1.55,6.16,4.47
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",Black or African American alone,Not in Labor Force,South Carolina/SC,22,0,0,1.13,3.37,7.21,5.37,7.04
Female,Associate's degree,BUS-Logisticians,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Virginia/VA,23,0,0,9.85,4.42,8.92,1.49,0.8
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Tennessee/TN,23,0,0,8.39,5.76,4.14,3.71,8.47
Female,Professional degree beyond a bachelor's degree,MGR-Other Managers,"FIN-Monetary Authorities-Central Bank, And Commerical Banking",White alone,Not in Labor Force,New York/NY,24,0,0,1.25,8.06,8.92,2.85,5.13
Female,8,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"RET-Automotive Parts, Accessories, And Tire Retailers",White alone,"Civilian employed, with a job but not at work",New York/NY,20,18000,32,9.21,8.98,7.61,7.27,4.01
Female,Master's degree,FIN-Accountants And Auditors,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Kentucky/KY,18,0,0,8.7,7.31,8.39,5.86,6.2
Female,"1 or more years of college credit, no degree",HLS-Nursing Assistants,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White; Some Other Race,Not in Labor Force,Pennsylvania/PA,18,0,0,5.19,0.51,3.51,4.75,9.29
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MED-Offices Of Physicians,White alone,"Civilian employed, at work",Washington/WA,24,84000,45,5.91,2.86,6.5,0.09,4.67
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Nevada/NV,23,0,0,3.99,1.57,3.25,0.91,6.62
Female,Master's degree,"PRD-Miscellaneous Production Workers, Including Equipment Operators And Tenders",FIN-Insurance Carriers,White alone,"Civilian employed, at work",California/CA,24,70000,40,0.55,6.47,8.91,8.63,0.92
Female,Regular high school diploma,"LGL-Lawyers, And Judges, Magistrates, And Other Judicial Workers","MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",California/CA,23,62000,60,3.35,6.03,9.21,4.54,4.47
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SCA-Child Care Services,White alone,"Civilian employed, at work",Missouri/MO,20,4000,16,8.03,9.17,0.28,6.37,7.71
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MFG-Retail Bakeries,Black or African American alone,Not in Labor Force,Florida/FL,20,4000,10,0.05,7.0,7.64,5.07,6.81
Female,Bachelor's degree,MED-Pharmacy Technicians,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Virginia/VA,18,1200,10,3.33,1.7,5.69,4.24,0.13
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),CON-Construction (The Cleaning Of Buildings And Dwellings Is Incidental During Construction And Immediately After Construction),White alone,"Civilian employed, at work",Alabama/AL,23,52700,40,3.98,2.92,3.25,1.51,6.1
Female,N/A (less than 3 years old),SAL-Insurance Sales Agents,PRF-Waste Management And Remediation Services,White alone,"Civilian employed, at work",Maryland/MD,23,60000,47,5.37,6.28,4.25,4.37,4.49
Female,3,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Indiana/IN,22,22000,28,9.2,4.63,0.99,0.68,1.55
Female,"1 or more years of college credit, no degree","SAL-Sales Representatives, Wholesale And Manufacturing","EDU-Business, Trade And Technical Schools, And Computer And Management Training",White alone,"Civilian employed, at work",Texas/TX,24,41000,40,3.46,0.36,6.79,6.61,2.55
Female,Associate's degree,SAL-First-Line Supervisors Of Non-Retail Sales Workers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Mississippi/MS,18,0,0,3.47,7.28,2.4,9.51,6.28
Female,Grade 9,TRN-Passenger Attendants,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Missouri/MO,21,26100,30,7.38,7.8,3.43,3.63,0.46
Female,"1 or more years of college credit, no degree",PRS-Childcare Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White; Some Other Race,"Civilian employed, at work",Florida/FL,20,5600,26,4.52,8.15,7.01,3.09,9.9
Female,Professional degree beyond a bachelor's degree,SAL-First-Line Supervisors Of Retail Sales Workers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Black or African American alone,Not in Labor Force,North Carolina/NC,18,0,0,2.25,6.02,2.05,0.71,3.28
Female,Regular high school diploma,MGR-Food Service Managers,PRF-Employment Services,White alone,"Civilian employed, at work",Nevada/NV,24,225000,36,4.52,7.46,5.03,6.55,4.25
Female,2,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Texas/TX,20,10000,20,1.41,6.16,1.05,3.2,6.3
Female,Master's degree,CLN-Janitors And Building Cleaners,AGR-Crop Production,White alone,"Civilian employed, at work",Texas/TX,22,36000,60,1.76,7.72,7.77,7.12,7.59
Female,"1 or more years of college credit, no degree",OFF-Customer Service Representatives,"SRV-Civic, Social, Advocacy Organizations, And Grantmaking And Giving Services",White; American Indian and Alaska Native,"Civilian employed, at work",Texas/TX,21,22500,30,4.98,1.0,5.06,5.07,6.92
Female,Master's degree,CLN-Maids And Housekeeping Cleaners,"EDU-Other Schools And Instruction, And Educational Support Services",White alone,"Civilian employed, at work",Massachusetts/MA,20,1400,12,4.19,0.39,2.69,7.66,7.95
Female,1,MED-Physical Therapists,EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",Texas/TX,21,35000,40,9.15,0.38,6.68,2.98,1.18
Female,Associate's degree,SAL-First-Line Supervisors Of Retail Sales Workers,TRN-Air Transportation,White alone,"Civilian employed, at work",Illinois/IL,23,61000,50,3.62,1.25,9.21,9.21,5.02
Female,Bachelor's degree,SCI-Other Psychologists,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Wisconsin/WI,18,0,0,5.81,1.77,5.53,8.43,1.78
Female,Regular high school diploma,OFF-Tellers,RET-Electronics And Appliance Retailers,White alone,"Civilian employed, at work",California/CA,19,7200,30,6.32,0.97,1.02,7.25,2.24
Female,Grade 7,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SCA-Child Care Services,White alone,"Civilian employed, at work",North Carolina/NC,19,1300,17,0.13,8.7,5.1,6.12,6.58
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Museums, Historical Sites, And Similar Institutions",Black or African American alone,Not in Labor Force,Washington/WA,20,290,0,6.64,5.54,3.53,8.07,1.67
Female,Bachelor's degree,"MGR-Farmers, Ranchers, And Other Agricultural Managers","MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",Black or African American alone,"Civilian employed, at work",Tennessee/TN,24,52000,40,1.78,7.03,4.53,7.86,4.61
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Some Other Race alone,Not in Labor Force,Florida/FL,18,0,0,9.61,4.85,3.08,2.23,9.99
Female,Regular high school diploma,SAL-First-Line Supervisors Of Non-Retail Sales Workers,RET-Other Miscellaneous Retailers,Other Asian alone,"Civilian employed, at work",Ohio/OH,21,22000,40,1.49,9.1,0.07,3.6,5.25
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-Residential Care Facilities, Except Skilled Nursing Facilities",White; American Indian and Alaska Native; Some Other Race,"Civilian employed, at work",Florida/FL,19,20000,60,4.15,5.35,4.85,0.78,8.35
Female,3,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Shoe Retailers,White; Some Other Race,Not in Labor Force,New York/NY,18,0,0,0.85,9.8,1.42,5.41,2.63
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,"Civilian employed, at work",Mississippi/MS,23,60000,40,9.97,5.86,9.35,0.37,6.88
Female,Associate's degree,HLS-Nursing Assistants,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Asian Indian alone,Not in Labor Force,Alabama/AL,18,0,0,5.02,8.93,7.26,4.76,6.39
Female,Bachelor's degree,FIN-Accountants And Auditors,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White; Asian groups; and/or Native Hawaiian and Other Pacific Islander groups; and/or Some Other Race,"Civilian employed, at work",Illinois/IL,21,49000,36,5.95,7.26,5.28,8.91,2.74
Female,Bachelor's degree,"MGR-Farmers, Ranchers, And Other Agricultural Managers",RET-Gasoline Stations,White alone,"Civilian employed, at work",Washington/WA,18,2000,24,0.67,4.91,5.27,0.15,2.81
Female,Bachelor's degree,MGR-Food Service Managers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Minnesota/MN,22,0,0,7.5,9.8,0.71,9.23,3.74
Female,6,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Pharmacies And Drug Retailers,White alone,Not in Labor Force,California/CA,19,800,0,2.1,4.11,2.48,3.57,6.79
Female,"1 or more years of college credit, no degree",ENT-Artists And Related Workers,MIL-U.S. Air Force,White; Some Other Race,"Armed Forces, At Work",Colorado/CO,21,51800,45,8.98,2.82,9.76,7.2,8.36
Female,GED or alternative credential,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",Some Other Race alone,Unemployed,Illinois/IL,23,8000,0,2.05,6.51,6.78,3.53,5.49
Female,2,"SAL-Sales Representatives Of Services, Except Advertising, Insurance, Financial Services, And Travel","UTL-Electric Power Generation, Transmission And Distribution",Black or African American alone,"Civilian employed, at work",Texas/TX,23,62000,40,1.91,2.01,2.65,4.42,5.1
Female,12th grade - no diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Georgia/GA,18,0,0,0.37,7.1,3.13,3.28,2.81
Female,Associate's degree,"OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive",RET-Clothing And Clothing Accessories Retailers,Black or African American alone,Not in Labor Force,Utah/UT,23,400,15,4.72,6.62,6.31,7.95,7.47
Female,6,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,"Civilian employed, at work",Texas/TX,24,17100,35,5.65,4.58,0.28,0.83,8.93
Female,"1 or more years of college credit, no degree",BUS-Human Resources Workers,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,Not in Labor Force,Virginia/VA,18,6000,16,0.66,5.38,3.98,0.37,4.09
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MFG-Medical Equipment And Supplies,White alone,"Civilian employed, at work",New York/NY,20,21000,40,7.76,6.73,9.62,9.69,3.97
Female,"1 or more years of college credit, no degree","SAL-Sales And Related Workers, All Other",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Washington/WA,22,0,0,4.53,1.82,8.15,1.5,7.12
Female,8,ENG-Electrical And Electronics Engineers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Black or African American alone,"Civilian employed, at work",Iowa/IA,18,6400,20,5.24,3.91,4.82,7.1,3.79
Female,Bachelor's degree,FIN-Accountants And Auditors,"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",White alone,Unemployed,Indiana/IN,20,0,0,4.41,8.93,5.44,3.9,4.86
Female,"Some college, but less than 1 year",BUS-Project Management Specialists,MED-Outpatient Care Centers,White alone,"Civilian employed, at work",California/CA,20,36000,40,4.01,3.83,4.37,1.27,2.65
Female,"1 or more years of college credit, no degree",MGR-Other Managers,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Tennessee/TN,24,8000,40,5.6,5.75,4.66,9.33,8.41
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Utah/UT,21,25000,18,1.55,9.06,6.85,0.23,5.3
Female,1,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Florida/FL,19,400,20,1.82,5.12,1.52,9.63,7.5
Female,Professional degree beyond a bachelor's degree,TRN-Aircraft Pilots And Flight Engineers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",California/CA,20,18000,35,8.62,3.86,6.23,3.58,1.75
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Electronics And Appliance Retailers,White; Filipino,"Civilian employed, at work",California/CA,20,5000,13,9.46,2.02,6.2,3.54,9.52
Female,Regular high school diploma,TRN-Driver/Sales Workers And Truck Drivers,MFG-Not Specified Manufacturing Industries,White alone,"Civilian employed, at work",Wisconsin/WI,24,54000,12,3.73,0.77,1.05,7.87,0.06
Female,Bachelor's degree,TRN-Driver/Sales Workers And Truck Drivers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,California/CA,21,1700,5,2.71,1.79,9.21,6.74,4.59
Female,4,CMM-Computer Support Specialists,MFG-Pharmaceutical And Medicine,White alone,Not in Labor Force,Illinois/IL,24,0,0,6.44,7.75,4.66,7.39,9.54
Female,1,EDU-Secondary School Teachers,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",Black or African American alone,"Civilian employed, at work",Washington/WA,18,9200,35,4.09,5.76,7.99,2.6,7.87
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),FIN-Insurance Carriers,White alone,Not in Labor Force,Florida/FL,22,12000,25,0.25,9.55,5.51,8.26,7.83
Female,"1 or more years of college credit, no degree","Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),American Indian and Alaska Native alone,Not in Labor Force,New Jersey/NJ,18,0,0,1.56,4.05,0.35,4.09,7.64
Female,GED or alternative credential,CLN-Landscaping And Groundskeeping Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, at work",Missouri/MO,19,120,4,7.16,9.26,3.22,6.96,3.6
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",North Carolina/NC,22,25000,40,6.59,7.0,7.98,3.79,3.47
Female,Grade 7,MED-Paramedics,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White; Some Other Race,"Civilian employed, at work",Georgia/GA,24,35000,40,0.27,9.85,2.77,8.52,8.64
Female,Associate's degree,SAL-Cashiers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Texas/TX,20,8900,25,2.22,8.49,2.68,6.82,1.45
Female,"1 or more years of college credit, no degree",CON-First-Line Supervisors Of Construction Trades And Extraction Workers,ENT-Traveler Accommodation,White alone,"Civilian employed, at work",Pennsylvania/PA,22,9000,40,2.31,2.17,5.39,0.41,2.84
Female,"1 or more years of college credit, no degree",EAT-Cooks,RET-Supermarkets And Other Grocery (Except Convenience) Retailers,White alone,"Civilian employed, at work",Virginia/VA,21,5200,15,6.72,1.89,1.13,0.64,1.09
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,Not in Labor Force,Colorado/CO,21,5000,40,0.2,6.42,2.7,0.22,4.83
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Massachusetts/MA,18,0,0,1.04,4.66,1.52,4.99,8.36
Female,Regular high school diploma,CON-Carpenters,MED-Nursing Care Facilities (Skilled Nursing Facilities),White alone,"Civilian employed, at work",Colorado/CO,20,12000,24,8.0,0.95,1.66,8.03,4.67
Female,1,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MFG-Semiconductor, Magnetic And Optical Media, And Other Electronic Component",American Indian and Alaska Native alone,"Civilian employed, at work",Virginia/VA,24,50000,40,1.79,6.74,4.75,4.54,2.79
Female,GED or alternative credential,RPR-Automotive Service Technicians And Mechanics,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Alabama/AL,19,0,0,6.53,8.71,7.46,2.43,7.62
Female,Regular high school diploma,CON-Carpenters,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Some Other Race alone,Not in Labor Force,Massachusetts/MA,19,0,0,2.38,6.76,3.47,9.2,9.23
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Other Miscellaneous Retailers,White alone,"Civilian employed, at work",California/CA,22,20000,30,0.99,0.55,9.43,8.43,8.5
Female,Bachelor's degree,"MED-Nurse Practitioners, And Nurse Midwives",MED-Offices Of Dentists,White; Some Other Race,"Civilian employed, at work",Washington/WA,24,102500,30,2.43,3.88,3.29,8.03,6.58
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MED-Outpatient Care Centers,White alone,"Civilian employed, at work",South Carolina/SC,23,35000,30,7.22,4.54,6.5,5.31,4.84
Female,6,OFF-Customer Service Representatives,RET-Pharmacies And Drug Retailers,White alone,Not in Labor Force,Georgia/GA,19,22000,0,8.56,2.85,0.48,7.73,3.01
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Accounting, Tax Preparation, Bookkeeping, And Payroll Services",White alone,"Civilian employed, at work",Florida/FL,22,40000,40,8.3,9.96,2.86,4.49,7.56
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White; Black or African American,"Civilian employed, at work",Rhode Island/RI,18,800,8,3.97,6.61,2.61,1.22,4.11
Female,5,TRN-Driver/Sales Workers And Truck Drivers,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,"Civilian employed, with a job but not at work",California/CA,23,5100,22,6.68,7.03,8.37,3.01,6.77
Female,Associate's degree,SAL-First-Line Supervisors Of Retail Sales Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",California/CA,18,18000,30,2.05,0.14,8.85,1.84,4.53
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Accounting, Tax Preparation, Bookkeeping, And Payroll Services",White alone,"Civilian employed, at work",Louisiana/LA,22,27400,40,2.93,2.79,4.21,9.64,9.81
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,California/CA,18,0,0,8.96,8.94,5.12,4.22,9.83
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SRV-Beauty Salons,White alone,"Civilian employed, at work",Illinois/IL,20,31200,40,0.13,0.14,1.81,1.47,8.18
Female,Grade 10,MGR-Other Managers,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Michigan/MI,20,10400,40,0.86,5.33,3.79,4.19,1.24
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Washington/WA,21,0,0,2.08,7.66,9.96,1.53,9.3
Female,Grade 10,"SAL-Sales Representatives Of Services, Except Advertising, Insurance, Financial Services, And Travel",SCA-Individual And Family Services,White alone,"Civilian employed, at work",Illinois/IL,21,9600,8,0.27,9.64,1.63,3.39,3.28
Female,Associate's degree,"MGR-Property, Real Estate, And Community Association Managers","EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Texas/TX,20,7000,20,1.81,2.59,5.94,1.78,5.9
Female,Regular high school diploma,MGR-Other Managers,RET-Electronics And Appliance Retailers,White alone,"Civilian employed, at work",Louisiana/LA,24,80600,40,5.83,9.81,2.67,8.23,9.83
