gender,educational_attainment,occupation,industry,race,employment_status,state,age,annual_income_usd,weekly_work_hours,age_group,gender_mapped,matching_key,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
Female,Regular high school diploma,CMS-Clergy,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,Not in Labor Force,Minnesota/MN,21,3600,20,18-24,Female,18-24|Female,6.75,6.25,5.25,8.0,5.75
Female,"1 or more years of college credit, no degree","SAL-Sales Representatives, Wholesale And Manufacturing","EDU-Business, Trade And Technical Schools, And Computer And Management Training",White alone,"Civilian employed, at work",Texas/TX,24,41000,40,18-24,Female,18-24|Female,8.75,7.5,5.25,10.0,4.25
Female,Associate's degree,SAL-First-Line Supervisors Of Non-Retail Sales Workers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Mississippi/MS,18,0,0,18-24,Female,18-24|Female,5.75,7.749999999999999,6.0,7.5,6.5
Female,Grade 9,TRN-Passenger Attendants,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Missouri/MO,21,26100,30,18-24,Female,18-24|Female,7.5,9.5,9.0,7.0,4.25
Female,"1 or more years of college credit, no degree",PRS-Childcare Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White; Some Other Race,"Civilian employed, at work",Florida/FL,20,5600,26,18-24,Female,18-24|Female,6.5,4.25,4.0,5.75,4.25
Female,Professional degree beyond a bachelor's degree,SAL-First-Line Supervisors Of Retail Sales Workers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Black or African American alone,Not in Labor Force,North Carolina/NC,18,0,0,18-24,Female,18-24|Female,5.75,6.5,7.749999999999999,8.0,4.5
Female,Regular high school diploma,MGR-Food Service Managers,PRF-Employment Services,White alone,"Civilian employed, at work",Nevada/NV,24,225000,36,18-24,Female,18-24|Female,7.25,4.75,6.5,7.749999999999999,8.5
Female,2,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Texas/TX,20,10000,20,18-24,Female,18-24|Female,4.5,5.0,7.25,9.0,6.75
Female,Master's degree,CLN-Janitors And Building Cleaners,AGR-Crop Production,White alone,"Civilian employed, at work",Texas/TX,22,36000,60,18-24,Female,18-24|Female,5.75,6.5,4.0,7.25,6.0
Female,"1 or more years of college credit, no degree",OFF-Customer Service Representatives,"SRV-Civic, Social, Advocacy Organizations, And Grantmaking And Giving Services",White; American Indian and Alaska Native,"Civilian employed, at work",Texas/TX,21,22500,30,18-24,Female,18-24|Female,5.0,4.0,2.25,8.5,7.25
Female,Master's degree,CLN-Maids And Housekeeping Cleaners,"EDU-Other Schools And Instruction, And Educational Support Services",White alone,"Civilian employed, at work",Massachusetts/MA,20,1400,12,18-24,Female,18-24|Female,5.75,7.25,2.5,6.5,5.25
Female,1,MED-Physical Therapists,EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",Texas/TX,21,35000,40,18-24,Female,18-24|Female,4.75,9.5,2.75,6.25,5.75
Female,Associate's degree,SAL-First-Line Supervisors Of Retail Sales Workers,TRN-Air Transportation,White alone,"Civilian employed, at work",Illinois/IL,23,61000,50,18-24,Female,18-24|Female,6.0,4.0,3.2499999999999996,6.0,4.75
Female,Bachelor's degree,SCI-Other Psychologists,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Wisconsin/WI,18,0,0,18-24,Female,18-24|Female,5.25,6.25,5.25,7.749999999999999,4.75
Female,Regular high school diploma,OFF-Tellers,RET-Electronics And Appliance Retailers,White alone,"Civilian employed, at work",California/CA,19,7200,30,18-24,Female,18-24|Female,7.25,5.0,8.25,7.749999999999999,3.0000000000000004
Female,Grade 7,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SCA-Child Care Services,White alone,"Civilian employed, at work",North Carolina/NC,19,1300,17,18-24,Female,18-24|Female,6.5,9.25,7.0,7.5,5.75
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Museums, Historical Sites, And Similar Institutions",Black or African American alone,Not in Labor Force,Washington/WA,20,290,0,18-24,Female,18-24|Female,7.25,5.75,8.25,9.0,8.75
Female,Bachelor's degree,"MGR-Farmers, Ranchers, And Other Agricultural Managers","MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",Black or African American alone,"Civilian employed, at work",Tennessee/TN,24,52000,40,18-24,Female,18-24|Female,5.25,6.25,7.5,8.75,4.0
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Some Other Race alone,Not in Labor Force,Florida/FL,18,0,0,18-24,Female,18-24|Female,4.75,8.25,2.75,7.25,8.0
Female,Regular high school diploma,SAL-First-Line Supervisors Of Non-Retail Sales Workers,RET-Other Miscellaneous Retailers,Other Asian alone,"Civilian employed, at work",Ohio/OH,21,22000,40,18-24,Female,18-24|Female,7.0,4.25,1.75,6.5,4.0
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-Residential Care Facilities, Except Skilled Nursing Facilities",White; American Indian and Alaska Native; Some Other Race,"Civilian employed, at work",Florida/FL,19,20000,60,18-24,Female,18-24|Female,9.5,5.25,2.0,6.25,8.0
Female,3,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Shoe Retailers,White; Some Other Race,Not in Labor Force,New York/NY,18,0,0,18-24,Female,18-24|Female,7.749999999999999,6.75,6.0,8.5,8.0
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,"Civilian employed, at work",Mississippi/MS,23,60000,40,18-24,Female,18-24|Female,7.0,4.0,4.5,8.5,8.0
Female,Associate's degree,HLS-Nursing Assistants,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Asian Indian alone,Not in Labor Force,Alabama/AL,18,0,0,18-24,Female,18-24|Female,8.5,8.75,5.75,8.5,7.5
Female,Bachelor's degree,FIN-Accountants And Auditors,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White; Asian groups; and/or Native Hawaiian and Other Pacific Islander groups; and/or Some Other Race,"Civilian employed, at work",Illinois/IL,21,49000,36,18-24,Female,18-24|Female,6.5,6.5,5.5,7.0,5.5
Female,Bachelor's degree,"MGR-Farmers, Ranchers, And Other Agricultural Managers",RET-Gasoline Stations,White alone,"Civilian employed, at work",Washington/WA,18,2000,24,18-24,Female,18-24|Female,8.25,4.0,0.0,5.75,6.0
Female,Bachelor's degree,MGR-Food Service Managers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Minnesota/MN,22,0,0,18-24,Female,18-24|Female,6.25,6.25,3.0000000000000004,6.25,5.25
Female,6,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Pharmacies And Drug Retailers,White alone,Not in Labor Force,California/CA,19,800,0,18-24,Female,18-24|Female,7.5,5.0,6.75,8.5,6.0
Female,"1 or more years of college credit, no degree",ENT-Artists And Related Workers,MIL-U.S. Air Force,White; Some Other Race,"Armed Forces, At Work",Colorado/CO,21,51800,45,18-24,Female,18-24|Female,8.5,8.0,5.25,9.75,7.749999999999999
Female,GED or alternative credential,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",Some Other Race alone,Unemployed,Illinois/IL,23,8000,0,18-24,Female,18-24|Female,4.5,2.0,0.9999999999999998,5.0,8.5
Female,2,"SAL-Sales Representatives Of Services, Except Advertising, Insurance, Financial Services, And Travel","UTL-Electric Power Generation, Transmission And Distribution",Black or African American alone,"Civilian employed, at work",Texas/TX,23,62000,40,18-24,Female,18-24|Female,5.75,9.5,3.0000000000000004,8.0,7.5
Female,12th grade - no diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Georgia/GA,18,0,0,18-24,Female,18-24|Female,8.75,8.0,7.0,8.25,5.5
Female,Associate's degree,"OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive",RET-Clothing And Clothing Accessories Retailers,Black or African American alone,Not in Labor Force,Utah/UT,23,400,15,18-24,Female,18-24|Female,6.75,7.0,2.75,9.0,4.5
Female,6,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,"Civilian employed, at work",Texas/TX,24,17100,35,18-24,Female,18-24|Female,7.25,5.75,5.25,7.0,8.75
Female,"1 or more years of college credit, no degree",BUS-Human Resources Workers,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,Not in Labor Force,Virginia/VA,18,6000,16,18-24,Female,18-24|Female,5.5,8.0,2.5,5.5,4.25
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MFG-Medical Equipment And Supplies,White alone,"Civilian employed, at work",New York/NY,20,21000,40,18-24,Female,18-24|Female,8.0,5.5,3.75,9.75,5.75
Female,"1 or more years of college credit, no degree","SAL-Sales And Related Workers, All Other",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Washington/WA,22,0,0,18-24,Female,18-24|Female,6.75,2.5,4.0,5.25,5.25
Female,8,ENG-Electrical And Electronics Engineers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Black or African American alone,"Civilian employed, at work",Iowa/IA,18,6400,20,18-24,Female,18-24|Female,7.25,4.0,6.75,3.75,4.0
Female,Bachelor's degree,FIN-Accountants And Auditors,"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",White alone,Unemployed,Indiana/IN,20,0,0,18-24,Female,18-24|Female,8.5,5.75,6.25,9.25,9.25
Female,"Some college, but less than 1 year",BUS-Project Management Specialists,MED-Outpatient Care Centers,White alone,"Civilian employed, at work",California/CA,20,36000,40,18-24,Female,18-24|Female,7.5,5.75,5.75,7.25,4.0
Female,"1 or more years of college credit, no degree",MGR-Other Managers,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Tennessee/TN,24,8000,40,18-24,Female,18-24|Female,7.0,4.5,3.5,6.0,8.5
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Utah/UT,21,25000,18,18-24,Female,18-24|Female,5.25,6.25,5.0,6.75,7.749999999999999
Female,1,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Florida/FL,19,400,20,18-24,Female,18-24|Female,1.5000000000000002,5.75,4.25,7.5,9.0
Female,Professional degree beyond a bachelor's degree,TRN-Aircraft Pilots And Flight Engineers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",California/CA,20,18000,35,18-24,Female,18-24|Female,6.5,8.75,4.5,4.75,8.25
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Electronics And Appliance Retailers,White; Filipino,"Civilian employed, at work",California/CA,20,5000,13,18-24,Female,18-24|Female,7.0,6.0,5.25,8.0,7.5
Female,Regular high school diploma,TRN-Driver/Sales Workers And Truck Drivers,MFG-Not Specified Manufacturing Industries,White alone,"Civilian employed, at work",Wisconsin/WI,24,54000,12,18-24,Female,18-24|Female,4.25,5.25,6.0,7.5,6.75
Female,Bachelor's degree,TRN-Driver/Sales Workers And Truck Drivers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,California/CA,21,1700,5,18-24,Female,18-24|Female,5.5,5.75,6.0,6.75,4.75
Female,4,CMM-Computer Support Specialists,MFG-Pharmaceutical And Medicine,White alone,Not in Labor Force,Illinois/IL,24,0,0,18-24,Female,18-24|Female,8.25,6.5,5.5,4.0,8.25
Female,1,EDU-Secondary School Teachers,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",Black or African American alone,"Civilian employed, at work",Washington/WA,18,9200,35,18-24,Female,18-24|Female,8.0,8.5,4.0,8.5,6.75
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),FIN-Insurance Carriers,White alone,Not in Labor Force,Florida/FL,22,12000,25,18-24,Female,18-24|Female,7.749999999999999,5.25,0.9999999999999998,8.5,6.25
Female,"1 or more years of college credit, no degree","Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),American Indian and Alaska Native alone,Not in Labor Force,New Jersey/NJ,18,0,0,18-24,Female,18-24|Female,8.25,7.0,8.0,10.0,4.25
Female,GED or alternative credential,CLN-Landscaping And Groundskeeping Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, at work",Missouri/MO,19,120,4,18-24,Female,18-24|Female,5.25,5.0,6.5,8.75,5.0
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",North Carolina/NC,22,25000,40,18-24,Female,18-24|Female,6.5,4.75,6.25,8.0,5.0
Female,Grade 7,MED-Paramedics,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White; Some Other Race,"Civilian employed, at work",Georgia/GA,24,35000,40,18-24,Female,18-24|Female,6.25,5.75,6.25,6.0,6.0
Female,Associate's degree,SAL-Cashiers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Texas/TX,20,8900,25,18-24,Female,18-24|Female,8.75,2.75,4.25,9.25,8.25
Female,"1 or more years of college credit, no degree",CON-First-Line Supervisors Of Construction Trades And Extraction Workers,ENT-Traveler Accommodation,White alone,"Civilian employed, at work",Pennsylvania/PA,22,9000,40,18-24,Female,18-24|Female,6.75,4.75,6.5,6.25,5.75
Female,"1 or more years of college credit, no degree",EAT-Cooks,RET-Supermarkets And Other Grocery (Except Convenience) Retailers,White alone,"Civilian employed, at work",Virginia/VA,21,5200,15,18-24,Female,18-24|Female,7.0,5.25,6.5,7.0,2.75
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,Not in Labor Force,Colorado/CO,21,5000,40,18-24,Female,18-24|Female,6.0,4.0,2.5,5.0,5.0
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Massachusetts/MA,18,0,0,18-24,Female,18-24|Female,4.75,7.0,5.0,8.5,4.25
Female,Regular high school diploma,CON-Carpenters,MED-Nursing Care Facilities (Skilled Nursing Facilities),White alone,"Civilian employed, at work",Colorado/CO,20,12000,24,18-24,Female,18-24|Female,9.5,5.25,8.25,9.75,2.25
Female,1,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MFG-Semiconductor, Magnetic And Optical Media, And Other Electronic Component",American Indian and Alaska Native alone,"Civilian employed, at work",Virginia/VA,24,50000,40,18-24,Female,18-24|Female,8.25,4.75,10.0,8.75,8.75
Female,GED or alternative credential,RPR-Automotive Service Technicians And Mechanics,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Alabama/AL,19,0,0,18-24,Female,18-24|Female,7.749999999999999,9.0,8.5,6.25,8.75
Female,Regular high school diploma,CON-Carpenters,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Some Other Race alone,Not in Labor Force,Massachusetts/MA,19,0,0,18-24,Female,18-24|Female,8.0,6.5,8.25,5.5,3.5
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Other Miscellaneous Retailers,White alone,"Civilian employed, at work",California/CA,22,20000,30,18-24,Female,18-24|Female,7.749999999999999,9.0,8.5,6.25,8.75
Female,Bachelor's degree,"MED-Nurse Practitioners, And Nurse Midwives",MED-Offices Of Dentists,White; Some Other Race,"Civilian employed, at work",Washington/WA,24,102500,30,18-24,Female,18-24|Female,8.25,7.5,8.5,8.25,5.0
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MED-Outpatient Care Centers,White alone,"Civilian employed, at work",South Carolina/SC,23,35000,30,18-24,Female,18-24|Female,5.75,5.0,5.25,6.75,6.25
Female,6,OFF-Customer Service Representatives,RET-Pharmacies And Drug Retailers,White alone,Not in Labor Force,Georgia/GA,19,22000,0,18-24,Female,18-24|Female,6.25,4.0,4.25,6.0,6.75
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Accounting, Tax Preparation, Bookkeeping, And Payroll Services",White alone,"Civilian employed, at work",Florida/FL,22,40000,40,18-24,Female,18-24|Female,8.0,3.75,8.75,8.75,1.5000000000000002
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White; Black or African American,"Civilian employed, at work",Rhode Island/RI,18,800,8,18-24,Female,18-24|Female,6.25,4.5,2.75,6.75,8.75
Female,5,TRN-Driver/Sales Workers And Truck Drivers,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,"Civilian employed, with a job but not at work",California/CA,23,5100,22,18-24,Female,18-24|Female,7.25,6.75,7.25,5.5,3.2499999999999996
Female,Associate's degree,SAL-First-Line Supervisors Of Retail Sales Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",California/CA,18,18000,30,18-24,Female,18-24|Female,8.25,1.75,4.0,7.749999999999999,8.0
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Accounting, Tax Preparation, Bookkeeping, And Payroll Services",White alone,"Civilian employed, at work",Louisiana/LA,22,27400,40,18-24,Female,18-24|Female,8.75,5.0,7.749999999999999,7.5,2.5
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,California/CA,18,0,0,18-24,Female,18-24|Female,7.749999999999999,7.5,0.4999999999999999,2.0,7.25
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SRV-Beauty Salons,White alone,"Civilian employed, at work",Illinois/IL,20,31200,40,18-24,Female,18-24|Female,7.5,5.0,8.25,9.25,4.0
Female,Grade 10,MGR-Other Managers,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Michigan/MI,20,10400,40,18-24,Female,18-24|Female,5.0,5.75,2.25,8.5,5.25
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Washington/WA,21,0,0,18-24,Female,18-24|Female,7.0,4.25,0.4999999999999999,8.75,7.25
Female,Grade 10,"SAL-Sales Representatives Of Services, Except Advertising, Insurance, Financial Services, And Travel",SCA-Individual And Family Services,White alone,"Civilian employed, at work",Illinois/IL,21,9600,8,18-24,Female,18-24|Female,9.0,5.75,2.5,9.25,8.75
Female,Associate's degree,"MGR-Property, Real Estate, And Community Association Managers","EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Texas/TX,20,7000,20,18-24,Female,18-24|Female,7.749999999999999,5.25,0.9999999999999998,8.5,6.25
Female,Regular high school diploma,MGR-Other Managers,RET-Electronics And Appliance Retailers,White alone,"Civilian employed, at work",Louisiana/LA,24,80600,40,18-24,Female,18-24|Female,6.75,4.5,5.0,6.75,7.749999999999999
Female,9,OFF-Data Entry Keyers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Pennsylvania/PA,19,0,0,18-24,Female,18-24|Female,4.25,7.25,5.0,7.5,3.5
Female,Associate's degree,CON-First-Line Supervisors Of Construction Trades And Extraction Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",California/CA,20,50000,45,18-24,Female,18-24|Female,4.75,6.25,5.0,8.25,6.5
Female,GED or alternative credential,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Management, Scientific, And Technical Consulting Services",Vietnamese alone,"Civilian employed, with a job but not at work",California/CA,21,2500,8,18-24,Female,18-24|Female,8.0,6.0,4.75,6.75,6.25
Female,3,EAT-Food Preparation Workers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Arizona/AZ,21,0,0,18-24,Female,18-24|Female,7.25,6.25,7.25,9.25,4.25
Female,N/A (less than 3 years old),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Colorado/CO,18,22000,15,18-24,Female,18-24|Female,9.0,8.75,5.25,9.25,5.75
Female,Regular high school diploma,PRD-Other Assemblers And Fabricators,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,Not in Labor Force,Missouri/MO,22,16300,14,18-24,Female,18-24|Female,7.0,5.75,4.25,7.25,7.5
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",Maryland/MD,24,28000,40,18-24,Female,18-24|Female,7.749999999999999,5.0,6.0,3.75,7.25
Female,6,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,"Civilian employed, with a job but not at work",Ohio/OH,19,2000,8,18-24,Female,18-24|Female,9.25,3.2499999999999996,5.0,5.75,6.0
Female,Bachelor's degree,SAL-First-Line Supervisors Of Retail Sales Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Chinese alone,"Civilian employed, at work",Minnesota/MN,21,50000,40,18-24,Female,18-24|Female,9.0,4.75,8.5,8.75,6.0
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Georgia/GA,22,0,0,18-24,Female,18-24|Female,4.25,3.2499999999999996,0.7500000000000001,6.5,7.25
Female,Regular high school diploma,TRN-Stockers And Order Fillers,"RET-Building Material And Supplies Dealers, Except Hardware Retailers",White; American Indian and Alaska Native,Unemployed,Florida/FL,19,0,0,18-24,Female,18-24|Female,5.25,5.75,1.75,8.5,6.75
Female,Regular high school diploma,"TRN-Laborers And Freight, Stock, And Material Movers, Hand","ENT-Other Amusement, Gambling, And Recreation Industries",White; Black or African American,Not in Labor Force,New Hampshire/NH,21,39000,5,18-24,Female,18-24|Female,5.75,6.0,5.75,8.25,4.0
Female,12th grade - no diploma,"SCI-Physical Scientists, All Other",INF-Motion Pictures And Video Industries,White alone,"Civilian employed, at work",Minnesota/MN,20,19200,24,18-24,Female,18-24|Female,6.25,3.5,2.5,9.75,6.5
Female,Regular high school diploma,CLN-Maids And Housekeeping Cleaners,MED-Other Health Care Services,White; Black or African American,"Civilian employed, at work",North Dakota/ND,24,15000,24,18-24,Female,18-24|Female,6.5,5.75,5.5,7.25,4.25
Female,Regular high school diploma,SAL-First-Line Supervisors Of Non-Retail Sales Workers,"FIN-Securities, Commodities, Funds, Trusts, And Other Financial Investments",Black or African American alone,"Civilian employed, at work",Florida/FL,22,70000,50,18-24,Female,18-24|Female,7.0,7.5,4.25,8.5,3.75
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Management, Scientific, And Technical Consulting Services",White alone,Not in Labor Force,Ohio/OH,21,12000,40,18-24,Female,18-24|Female,6.75,4.5,4.5,7.25,6.0
Female,N/A (less than 3 years old),"RPR-Maintenance And Repair Workers, General","MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",Some Other Race alone,"Civilian employed, at work",California/CA,23,30000,40,18-24,Female,18-24|Female,5.0,6.25,5.25,9.75,2.25
Female,Grade 11,"MGR-Farmers, Ranchers, And Other Agricultural Managers","MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White; Some Other Race,"Civilian employed, at work",New Mexico/NM,23,26000,36,18-24,Female,18-24|Female,5.5,5.0,2.0,7.0,7.5
Female,1,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SCA-Child Care Services,White alone,"Civilian employed, at work",California/CA,22,38000,40,18-24,Female,18-24|Female,7.25,8.25,4.75,9.5,3.75
Female,Regular high school diploma,MGR-Food Service Managers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Florida/FL,22,29100,25,18-24,Female,18-24|Female,7.25,8.75,10.0,8.25,3.75
Female,"1 or more years of college credit, no degree",FIN-Financial And Investment Analysts,"PRF-Advertising, Public Relations, And Related Services",White alone,"Civilian employed, at work",New Jersey/NJ,23,40000,40,18-24,Female,18-24|Female,6.25,6.75,3.0000000000000004,6.0,5.0
Female,Master's degree,OFF-First-Line Supervisors Of Office And Administrative Support Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",New Jersey/NJ,20,4000,20,18-24,Female,18-24|Female,8.75,8.0,5.25,9.25,3.5
Female,"Some college, but less than 1 year","PRD-Miscellaneous Production Workers, Including Equipment Operators And Tenders",INF-Motion Pictures And Video Industries,White alone,"Civilian employed, at work",Tennessee/TN,20,11800,30,18-24,Female,18-24|Female,8.5,7.749999999999999,8.75,9.0,3.0000000000000004
Female,"1 or more years of college credit, no degree","CMM-Computer Occupations, All Other",MED-Nursing Care Facilities (Skilled Nursing Facilities),White alone,"Civilian employed, at work",Texas/TX,21,15600,20,18-24,Female,18-24|Female,8.5,2.25,7.25,9.0,9.0
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Black or African American alone,"Civilian employed, at work",Delaware/DE,18,5000,30,18-24,Female,18-24|Female,7.5,6.5,5.5,6.0,8.0
Female,Master's degree,MED-Registered Nurses,SRV-Other Personal Services,White alone,"Civilian employed, at work",Tennessee/TN,20,3300,25,18-24,Female,18-24|Female,7.25,4.75,6.0,7.0,6.0
Female,Doctorate degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),ENT-Traveler Accommodation,Black or African American alone,"Civilian employed, at work",Florida/FL,22,32000,37,18-24,Female,18-24|Female,7.25,6.5,7.0,6.0,4.75
Female,Master's degree,MGR-General And Operations Managers,RET-Pharmacies And Drug Retailers,Asian Indian alone,Not in Labor Force,Oklahoma/OK,23,0,0,18-24,Female,18-24|Female,6.75,2.75,1.75,7.0,3.0000000000000004
Female,Bachelor's degree,EAT-Cooks,EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",Louisiana/LA,24,13000,30,18-24,Female,18-24|Female,5.0,4.75,4.25,7.0,4.25
Female,Bachelor's degree,FIN-Accountants And Auditors,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Mississippi/MS,21,0,0,18-24,Female,18-24|Female,7.25,5.25,3.75,6.25,5.0
